nc_id,source_family,source_file,source_section_or_json_path,modal_strength,normative_clause,atomic_requirement,evidence_excerpt,extraction_rationale,lineage_status,predecessor_nc_ids,confidence
NC-0368,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/transaction_boundaries[0],,"Review submission is atomic for ReviewSession version check, CandidateFact decisions, Fact creation/update, ConflictCase creation, and AuditEvent enqueue/outbox record.","Review submission is atomic for ReviewSession version check, CandidateFact decisions, Fact creation/update, ConflictCase creation, and AuditEvent enqueue/outbox record.","Review submission is atomic for ReviewSession version check, CandidateFact decisions, Fact creation/update, ConflictCase creation, and AuditEvent enqueue/outbox record.",Extracted programmatically,NEW,,MEDIUM
NC-0369,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/transaction_boundaries[1],,"Conflict resolution is atomic for ConflictCase version check, canonical Fact status changes, ResolutionDecision persistence, and audit/outbox.","Conflict resolution is atomic for ConflictCase version check, canonical Fact status changes, ResolutionDecision persistence, and audit/outbox.","Conflict resolution is atomic for ConflictCase version check, canonical Fact status changes, ResolutionDecision persistence, and audit/outbox.",Extracted programmatically,NEW,,MEDIUM
NC-0370,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/transaction_boundaries[2],,Privacy destructive actions use explicit request state; irreversible deletion must not be a single unaudited direct delete.,Privacy destructive actions use explicit request state; irreversible deletion must not be a single unaudited direct delete.,Privacy destructive actions use explicit request state; irreversible deletion must not be a single unaudited direct delete.,Extracted programmatically,NEW,,MEDIUM
NC-0371,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/transaction_boundaries[3],,External storage deletion and asynchronous extraction are not assumed to share a MongoDB transaction; use idempotent jobs and compensating states.,External storage deletion and asynchronous extraction are not assumed to share a MongoDB transaction; use idempotent jobs and compensating states.,External storage deletion and asynchronous extraction are not assumed to share a MongoDB transaction; use idempotent jobs and compensating states.,Extracted programmatically,NEW,,MEDIUM
NC-0372,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/transaction_boundaries[4],,Mentor reads never mutate canonical facts.,Mentor reads never mutate canonical facts.,Mentor reads never mutate canonical facts.,Extracted programmatically,NEW,,MEDIUM
NC-0373,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0374,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[10],,status,status,status,Extracted programmatically,NEW,,MEDIUM
NC-0375,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[11],,sourceFactRefs[],sourceFactRefs[],sourceFactRefs[],Extracted programmatically,NEW,,MEDIUM
NC-0376,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[12],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0377,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[13],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0378,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0379,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0380,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[3],,institutionRef?,institutionRef?,institutionRef?,Extracted programmatically,NEW,,MEDIUM
NC-0381,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[4],,programRef?,programRef?,programRef?,Extracted programmatically,NEW,,MEDIUM
NC-0382,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[5],,academicYear,academicYear,academicYear,Extracted programmatically,NEW,,MEDIUM
NC-0383,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[6],,termType,termType,termType,Extracted programmatically,NEW,,MEDIUM
NC-0384,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[7],,termLabel,termLabel,termLabel,Extracted programmatically,NEW,,MEDIUM
NC-0385,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[8],,startDate?,startDate?,startDate?,Extracted programmatically,NEW,,MEDIUM
NC-0386,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/fields[9],,endDate?,endDate?,endDate?,Extracted programmatically,NEW,,MEDIUM
NC-0387,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/indexes[0],,"unique partial (organizationId,userId,academicYear,termType,termLabel)","unique partial (organizationId,userId,academicYear,termType,termLabel)","unique partial (organizationId,userId,academicYear,termType,termLabel)",Extracted programmatically,NEW,,MEDIUM
NC-0388,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/indexes[1],,"(organizationId,userId,status)","(organizationId,userId,status)","(organizationId,userId,status)",Extracted programmatically,NEW,,MEDIUM
NC-0389,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/invariants[0],,"termLabel is display data, not sole identity","termLabel is display data, not sole identity","termLabel is display data, not sole identity",Extracted programmatically,NEW,,MEDIUM
NC-0390,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AcademicTerm/invariants[1],,"unknown dates remain null, never fabricated","unknown dates remain null, never fabricated","unknown dates remain null, never fabricated",Extracted programmatically,NEW,,MEDIUM
NC-0391,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0392,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[10],,resultStatus,resultStatus,resultStatus,Extracted programmatically,NEW,,MEDIUM
NC-0393,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[11],,occurredAt?,occurredAt?,occurredAt?,Extracted programmatically,NEW,,MEDIUM
NC-0394,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[12],,sourceFactRefs[],sourceFactRefs[],sourceFactRefs[],Extracted programmatically,NEW,,MEDIUM
NC-0395,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[13],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0396,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[14],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0397,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0398,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0399,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[3],,academicTermId,academicTermId,academicTermId,Extracted programmatically,NEW,,MEDIUM
NC-0400,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[4],,subjectId,subjectId,subjectId,Extracted programmatically,NEW,,MEDIUM
NC-0401,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[5],,assessmentType,assessmentType,assessmentType,Extracted programmatically,NEW,,MEDIUM
NC-0402,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[6],,assessmentLabel?,assessmentLabel?,assessmentLabel?,Extracted programmatically,NEW,,MEDIUM
NC-0403,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[7],,score?,score?,score?,Extracted programmatically,NEW,,MEDIUM
NC-0404,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[8],,maxScore?,maxScore?,maxScore?,Extracted programmatically,NEW,,MEDIUM
NC-0405,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/fields[9],,grade?,grade?,grade?,Extracted programmatically,NEW,,MEDIUM
NC-0406,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/indexes[0],,"(organizationId,userId,academicTermId,subjectId)","(organizationId,userId,academicTermId,subjectId)","(organizationId,userId,academicTermId,subjectId)",Extracted programmatically,NEW,,MEDIUM
NC-0407,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/indexes[1],,"(organizationId,userId,resultStatus)","(organizationId,userId,resultStatus)","(organizationId,userId,resultStatus)",Extracted programmatically,NEW,,MEDIUM
NC-0408,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/invariants[0],,score and grade may coexist,score and grade may coexist,score and grade may coexist,Extracted programmatically,NEW,,MEDIUM
NC-0409,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/invariants[1],,"missing maxScore is UNKNOWN, not 100","missing maxScore is UNKNOWN, not 100","missing maxScore is UNKNOWN, not 100",Extracted programmatically,NEW,,MEDIUM
NC-0410,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AssessmentResult/invariants[2],,derived percentage is separate derived fact,derived percentage is separate derived fact,derived percentage is separate derived fact,Extracted programmatically,NEW,,MEDIUM
NC-0411,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0412,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[10],,recordKind,recordKind,recordKind,Extracted programmatically,NEW,,MEDIUM
NC-0413,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[11],,sourceFactRefs[],sourceFactRefs[],sourceFactRefs[],Extracted programmatically,NEW,,MEDIUM
NC-0414,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[12],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0415,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[13],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0416,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0417,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0418,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[3],,academicTermId,academicTermId,academicTermId,Extracted programmatically,NEW,,MEDIUM
NC-0419,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[4],,subjectId?,subjectId?,subjectId?,Extracted programmatically,NEW,,MEDIUM
NC-0420,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[5],,scopeType,scopeType,scopeType,Extracted programmatically,NEW,,MEDIUM
NC-0421,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[6],,attendedCount?,attendedCount?,attendedCount?,Extracted programmatically,NEW,,MEDIUM
NC-0422,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[7],,conductedCount?,conductedCount?,conductedCount?,Extracted programmatically,NEW,,MEDIUM
NC-0423,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[8],,percentage?,percentage?,percentage?,Extracted programmatically,NEW,,MEDIUM
NC-0424,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/fields[9],,asOfDate?,asOfDate?,asOfDate?,Extracted programmatically,NEW,,MEDIUM
NC-0425,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/indexes[0],,"(organizationId,userId,academicTermId,subjectId,asOfDate)","(organizationId,userId,academicTermId,subjectId,asOfDate)","(organizationId,userId,academicTermId,subjectId,asOfDate)",Extracted programmatically,NEW,,MEDIUM
NC-0426,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/indexes[1],,"(organizationId,userId,recordKind,createdAt)","(organizationId,userId,recordKind,createdAt)","(organizationId,userId,recordKind,createdAt)",Extracted programmatically,NEW,,MEDIUM
NC-0427,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/invariants[0],,current snapshot and historical record are distinct,current snapshot and historical record are distinct,current snapshot and historical record are distinct,Extracted programmatically,NEW,,MEDIUM
NC-0428,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/invariants[1],,percentage must not imply counts,percentage must not imply counts,percentage must not imply counts,Extracted programmatically,NEW,,MEDIUM
NC-0429,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/AttendanceRecord/invariants[2],,"unknown subject means aggregate scope, not guessed mapping","unknown subject means aggregate scope, not guessed mapping","unknown subject means aggregate scope, not guessed mapping",Extracted programmatically,NEW,,MEDIUM
NC-0430,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0431,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[10],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0432,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[11],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0433,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0434,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0435,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[3],,academicTermId,academicTermId,academicTermId,Extracted programmatically,NEW,,MEDIUM
NC-0436,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[4],,subjectCode?,subjectCode?,subjectCode?,Extracted programmatically,NEW,,MEDIUM
NC-0437,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[5],,normalizedName,normalizedName,normalizedName,Extracted programmatically,NEW,,MEDIUM
NC-0438,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[6],,displayName,displayName,displayName,Extracted programmatically,NEW,,MEDIUM
NC-0439,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[7],,credits?,credits?,credits?,Extracted programmatically,NEW,,MEDIUM
NC-0440,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[8],,status,status,status,Extracted programmatically,NEW,,MEDIUM
NC-0441,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/fields[9],,sourceFactRefs[],sourceFactRefs[],sourceFactRefs[],Extracted programmatically,NEW,,MEDIUM
NC-0442,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/indexes[0],,"(organizationId,userId,academicTermId,status)","(organizationId,userId,academicTermId,status)","(organizationId,userId,academicTermId,status)",Extracted programmatically,NEW,,MEDIUM
NC-0443,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/indexes[1],,"unique partial (organizationId,userId,academicTermId,subjectCode)","unique partial (organizationId,userId,academicTermId,subjectCode)","unique partial (organizationId,userId,academicTermId,subjectCode)",Extracted programmatically,NEW,,MEDIUM
NC-0444,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/indexes[2],,"(organizationId,userId,academicTermId,normalizedName)","(organizationId,userId,academicTermId,normalizedName)","(organizationId,userId,academicTermId,normalizedName)",Extracted programmatically,NEW,,MEDIUM
NC-0445,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/invariants[0],,subjectCode preferred when trustworthy,subjectCode preferred when trustworthy,subjectCode preferred when trustworthy,Extracted programmatically,NEW,,MEDIUM
NC-0446,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/academic_schemas/Subject/invariants[1],,"same normalized name is duplicate candidate, not automatic proof","same normalized name is duplicate candidate, not automatic proof","same normalized name is duplicate candidate, not automatic proof",Extracted programmatically,NEW,,MEDIUM
NC-0447,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle,,"{""fields"": [""requestId"", ""organizationId"", ""userId"", ""intent"", ""retrievalPolicyVersion"", ""facts[]"", ""conflicts[]"", ""missingData[]"", ""freshnessWarnings[]"", ""evidenceSummaries[]"", ""excludedContextSummary"", ""generatedAt""], ""fact_item"": [""factId"", ""semanticAddress"", ""safeValue"", ""verificationState"", ""freshnessState"", ""validityWindow"", ""provenanceSummary"", ""evidenceRefs[]"", ""retrievalReason""], ""rules"": [""Bundle contains minimum relevant context, not entire student profile."", ""CandidateFact excluded unless question explicitly concerns pending review and UI policy permits."", ""DISPUTED facts are not silently collapsed."", ""STALE facts may be included only with explicit warning when relevant."", ""Evidence refs exposed to model are safe summaries, not unrestricted raw secrets."", ""Every personalized factual claim should be traceable to bundle items or marked as general guidance."", ""No raw cross-surface private context propagation merely because it exists.""]}","{""fields"": [""requestId"", ""organizationId"", ""userId"", ""intent"", ""retrievalPolicyVersion"", ""facts[]"", ""conflicts[]"", ""missingData[]"", ""freshnessWarnings[]"", ""evidenceSummaries[]"", ""excludedContextSummary"", ""generatedAt""], ""fact_item"": [""factId"", ""semanticAddress"", ""safeValue"", ""verificationState"", ""freshnessState"", ""validityWindow"", ""provenanceSummary"", ""evidenceRefs[]"", ""retrievalReason""], ""rules"": [""Bundle contains minimum relevant context, not entire student profile."", ""CandidateFact excluded unless question explicitly concerns pending review and UI policy permits."", ""DISPUTED facts are not silently collapsed."", ""STALE facts may be included only with explicit warning when relevant."", ""Evidence refs exposed to model are safe summaries, not unrestricted raw secrets."", ""Every personalized factual claim should be traceable to bundle items or marked as general guidance."", ""No raw cross-surface private context propagation merely because it exists.""]}","{""fields"": [""requestId"", ""organizationId"", ""userId"", ""intent"", ""retrievalPolicyVersion"", ""facts[]"", ""conflicts[]"", ""missingData[]"", ""freshnessWarnings[]"", ""evidenceSummaries[]"", ""excludedContextSummar",Extracted programmatically,NEW,,MEDIUM
NC-0448,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[0],,"Bundle contains minimum relevant context, not entire student profile.","Bundle contains minimum relevant context, not entire student profile.","Bundle contains minimum relevant context, not entire student profile.",Extracted programmatically,NEW,,MEDIUM
NC-0449,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[1],,CandidateFact excluded unless question explicitly concerns pending review and UI policy permits.,CandidateFact excluded unless question explicitly concerns pending review and UI policy permits.,CandidateFact excluded unless question explicitly concerns pending review and UI policy permits.,Extracted programmatically,NEW,,MEDIUM
NC-0450,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[2],,DISPUTED facts are not silently collapsed.,DISPUTED facts are not silently collapsed.,DISPUTED facts are not silently collapsed.,Extracted programmatically,NEW,,MEDIUM
NC-0451,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[3],,STALE facts may be included only with explicit warning when relevant.,STALE facts may be included only with explicit warning when relevant.,STALE facts may be included only with explicit warning when relevant.,Extracted programmatically,NEW,,MEDIUM
NC-0452,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[4],,"Evidence refs exposed to model are safe summaries, not unrestricted raw secrets.","Evidence refs exposed to model are safe summaries, not unrestricted raw secrets.","Evidence refs exposed to model are safe summaries, not unrestricted raw secrets.",Extracted programmatically,NEW,,MEDIUM
NC-0453,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[5],,Every personalized factual claim should be traceable to bundle items or marked as general guidance.,Every personalized factual claim should be traceable to bundle items or marked as general guidance.,Every personalized factual claim should be traceable to bundle items or marked as general guidance.,Extracted programmatically,NEW,,MEDIUM
NC-0454,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/ai_grounding_bundle/rules[6],,No raw cross-surface private context propagation merely because it exists.,No raw cross-surface private context propagation merely because it exists.,No raw cross-surface private context propagation merely because it exists.,Extracted programmatically,NEW,,MEDIUM
NC-0455,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[0],,Student A cannot GET Student B profile by guessed _id in same organization.,Student A cannot GET Student B profile by guessed _id in same organization.,Student A cannot GET Student B profile by guessed _id in same organization.,Extracted programmatically,NEW,,MEDIUM
NC-0456,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[10],,Deleted/disconnected source cannot remain retrievable through stale vector/search indexes after lifecycle completion.,Deleted/disconnected source cannot remain retrievable through stale vector/search indexes after lifecycle completion.,Deleted/disconnected source cannot remain retrievable through stale vector/search indexes after lifecycle completion.,Extracted programmatically,NEW,,MEDIUM
NC-0457,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[11],,Signed storage URL is not issued before application authorization succeeds.,Signed storage URL is not issued before application authorization succeeds.,Signed storage URL is not issued before application authorization succeeds.,Extracted programmatically,NEW,,MEDIUM
NC-0458,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[1],,Student A cannot GET resource from another organization by guessed _id.,Student A cannot GET resource from another organization by guessed _id.,Student A cannot GET resource from another organization by guessed _id.,Extracted programmatically,NEW,,MEDIUM
NC-0459,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[2],,Changing organizationId in body/query/header does not switch server authorization scope.,Changing organizationId in body/query/header does not switch server authorization scope.,Changing organizationId in body/query/header does not switch server authorization scope.,Extracted programmatically,NEW,,MEDIUM
NC-0460,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[3],,Faculty role cannot read student private documents by default.,Faculty role cannot read student private documents by default.,Faculty role cannot read student private documents by default.,Extracted programmatically,NEW,,MEDIUM
NC-0461,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[4],,Org admin cannot read raw AI Mentor threads unless an explicit policy grants it.,Org admin cannot read raw AI Mentor threads unless an explicit policy grants it.,Org admin cannot read raw AI Mentor threads unless an explicit policy grants it.,Extracted programmatically,NEW,,MEDIUM
NC-0462,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[5],,Background job with mismatched organizationId cannot mutate target resource.,Background job with mismatched organizationId cannot mutate target resource.,Background job with mismatched organizationId cannot mutate target resource.,Extracted programmatically,NEW,,MEDIUM
NC-0463,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[6],,Mentor retrieval cannot cross organization boundary even when semantic search returns similar content.,Mentor retrieval cannot cross organization boundary even when semantic search returns similar content.,Mentor retrieval cannot cross organization boundary even when semantic search returns similar content.,Extracted programmatically,NEW,,MEDIUM
NC-0464,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[7],,Provenance endpoint cannot reveal evidence owned by another tenant.,Provenance endpoint cannot reveal evidence owned by another tenant.,Provenance endpoint cannot reveal evidence owned by another tenant.,Extracted programmatically,NEW,,MEDIUM
NC-0465,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[8],,Conflict resolution cannot reference a fact outside the same tenant/user scope.,Conflict resolution cannot reference a fact outside the same tenant/user scope.,Conflict resolution cannot reference a fact outside the same tenant/user scope.,Extracted programmatically,NEW,,MEDIUM
NC-0466,Pass3,Academic_Universe_MVP_Technical_Contract_v1.0_Pass3.json,/authorization_negative_tests[9],,Correction request cannot target another user's fact.,Correction request cannot target another user's fact.,Correction request cannot target another user's fact.,Extracted programmatically,NEW,,MEDIUM
